9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
121	 1.30	 0.30	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.30	 0.50	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
122	 1.30	 0.40	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.30	 0.40	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
123	 1.30	 0.50	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.30	 0.30	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
124	 1.30	 0.60	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.30	 0.20	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
125	 1.30	 0.70	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 1.30	 0.10	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
126	 1.30	 0.80	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 1.30	 0.00	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
127	 1.40	 0.00	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.40	 0.80	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
128	 1.40	 0.10	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.40	 0.70	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
129	 1.40	 0.20	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.40	 0.60	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
130	 1.40	 0.30	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.40	 0.50	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
131	 1.40	 0.40	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.40	 0.40	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
132	 1.40	 0.50	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.40	 0.30	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
133	 1.40	 0.60	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.40	 0.20	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
134	 1.40	 0.70	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.40	 0.10	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
135	 1.40	 0.80	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.40	 0.00	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
136	 1.50	 0.00	 1	 0.883	 3	 65520	 16.59	 0.957	 -0.633	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065	 1.50	 0.80	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065 
137	 1.50	 0.10	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 1.50	 0.70	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
138	 1.50	 0.20	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.50	 0.60	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
139	 1.50	 0.30	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.50	 0.50	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
140	 1.50	 0.40	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.50	 0.40	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
141	 1.50	 0.50	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.50	 0.30	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
142	 1.50	 0.60	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.50	 0.20	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
143	 1.50	 0.70	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 1.50	 0.10	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
144	 1.50	 0.80	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 1.50	 0.00	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
145	 1.60	 0.00	 1	 0.883	 3	 65520	 14.61	 0.957	 -0.633	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057	 1.60	 0.80	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057 
146	 1.60	 0.10	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 1.60	 0.70	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
147	 1.60	 0.20	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 1.60	 0.60	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
148	 1.60	 0.30	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.60	 0.50	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
149	 1.60	 0.40	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.60	 0.40	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
150	 1.60	 0.50	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.60	 0.30	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
151	 1.60	 0.60	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.60	 0.20	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
152	 1.60	 0.70	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.60	 0.10	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
153	 1.60	 0.80	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.60	 0.00	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
154	 1.70	 0.00	 1	 0.882	 3	 65520	 13.62	 0.957	 -0.633	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053	 1.70	 0.80	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053 
155	 1.70	 0.10	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.70	 0.70	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
156	 1.70	 0.20	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.70	 0.60	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
157	 1.70	 0.30	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.70	 0.50	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
158	 1.70	 0.40	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.70	 0.40	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
159	 1.70	 0.50	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.70	 0.30	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
160	 1.70	 0.60	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.70	 0.20	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
161	 1.70	 0.70	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.70	 0.10	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
162	 1.70	 0.80	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.70	 0.00	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
163	 1.80	 0.00	 1	 0.882	 3	 65520	 11.63	 0.957	 -0.633	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047	 1.80	 0.80	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047 
164	 1.80	 0.10	 1	 0.883	 3	 65520	 15.60	 0.957	 -0.633	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061	 1.80	 0.70	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061 
165	 1.80	 0.20	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 1.80	 0.60	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
166	 1.80	 0.30	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.80	 0.50	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
167	 1.80	 0.40	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.80	 0.40	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
168	 1.80	 0.50	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.80	 0.30	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
169	 1.80	 0.60	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.80	 0.20	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
170	 1.80	 0.70	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.80	 0.10	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
171	 1.80	 0.80	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.80	 0.00	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
172	 1.90	 0.00	 1	 0.881	 3	 65520	 10.63	 0.957	 -0.633	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044	 1.90	 0.80	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044 
173	 1.90	 0.10	 1	 0.883	 3	 65520	 14.61	 0.957	 -0.633	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057	 1.90	 0.70	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057 
174	 1.90	 0.20	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 1.90	 0.60	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
175	 1.90	 0.30	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 1.90	 0.50	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
176	 1.90	 0.40	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.90	 0.40	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
177	 1.90	 0.50	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.90	 0.30	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
178	 1.90	 0.60	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.90	 0.20	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
179	 1.90	 0.70	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.90	 0.10	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
180	 1.90	 0.80	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.90	 0.00	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
