9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
121	 1.30	 0.30	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.30	 0.50	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
122	 1.30	 0.40	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 1.30	 0.40	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
123	 1.30	 0.50	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 1.30	 0.30	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
124	 1.30	 0.60	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 1.30	 0.20	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
125	 1.30	 0.70	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 1.30	 0.10	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
126	 1.30	 0.80	 1	 0.880	 3	 65520	 68.90	 0.957	 -0.633	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675	 1.30	 0.00	 0.087	 0.119	 0.083	 0.175	 0.119	 0.675 
127	 1.40	 0.00	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.40	 0.80	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
128	 1.40	 0.10	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.40	 0.70	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
129	 1.40	 0.20	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.40	 0.60	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
130	 1.40	 0.30	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.40	 0.50	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
131	 1.40	 0.40	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.40	 0.40	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
132	 1.40	 0.50	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 1.40	 0.30	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
133	 1.40	 0.60	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 1.40	 0.20	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
134	 1.40	 0.70	 1	 0.881	 3	 65520	 63.90	 0.957	 -0.633	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609	 1.40	 0.10	 0.120	 0.135	 0.107	 0.198	 0.135	 0.609 
135	 1.40	 0.80	 1	 0.880	 3	 65520	 67.90	 0.957	 -0.633	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663	 1.40	 0.00	 0.093	 0.122	 0.087	 0.180	 0.122	 0.663 
136	 1.50	 0.00	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.50	 0.80	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
137	 1.50	 0.10	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.50	 0.70	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
138	 1.50	 0.20	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.50	 0.60	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
139	 1.50	 0.30	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.50	 0.50	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
140	 1.50	 0.40	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 1.50	 0.40	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
141	 1.50	 0.50	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 1.50	 0.30	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463 
142	 1.50	 0.60	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 1.50	 0.20	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
143	 1.50	 0.70	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 1.50	 0.10	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
144	 1.50	 0.80	 1	 0.881	 3	 65520	 65.90	 0.957	 -0.633	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637	 1.50	 0.00	 0.106	 0.129	 0.097	 0.190	 0.129	 0.637 
145	 1.60	 0.00	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.60	 0.80	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
146	 1.60	 0.10	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.60	 0.70	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
147	 1.60	 0.20	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.60	 0.60	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
148	 1.60	 0.30	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.60	 0.50	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
149	 1.60	 0.40	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.60	 0.40	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
150	 1.60	 0.50	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 1.60	 0.30	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
151	 1.60	 0.60	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 1.60	 0.20	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
152	 1.60	 0.70	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 1.60	 0.10	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
153	 1.60	 0.80	 1	 0.881	 3	 65520	 64.90	 0.957	 -0.633	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623	 1.60	 0.00	 0.113	 0.132	 0.102	 0.194	 0.132	 0.623 
154	 1.70	 0.00	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 1.70	 0.80	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
155	 1.70	 0.10	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.70	 0.70	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
156	 1.70	 0.20	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.70	 0.60	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
157	 1.70	 0.30	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.70	 0.50	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
158	 1.70	 0.40	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 1.70	 0.40	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
159	 1.70	 0.50	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.70	 0.30	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
160	 1.70	 0.60	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 1.70	 0.20	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
161	 1.70	 0.70	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 1.70	 0.10	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
162	 1.70	 0.80	 1	 0.881	 3	 65520	 62.90	 0.957	 -0.633	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595	 1.70	 0.00	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595 
163	 1.80	 0.00	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.80	 0.80	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
164	 1.80	 0.10	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.80	 0.70	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
165	 1.80	 0.20	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.80	 0.60	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
166	 1.80	 0.30	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.80	 0.50	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
167	 1.80	 0.40	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.80	 0.40	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
168	 1.80	 0.50	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 1.80	 0.30	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
169	 1.80	 0.60	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 1.80	 0.20	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
170	 1.80	 0.70	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 1.80	 0.10	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523 
171	 1.80	 0.80	 1	 0.881	 3	 65520	 61.90	 0.957	 -0.633	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581	 1.80	 0.00	 0.136	 0.141	 0.117	 0.204	 0.141	 0.581 
172	 1.90	 0.00	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.90	 0.80	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
173	 1.90	 0.10	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.90	 0.70	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
174	 1.90	 0.20	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.90	 0.60	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
175	 1.90	 0.30	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.90	 0.50	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
176	 1.90	 0.40	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.90	 0.40	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
177	 1.90	 0.50	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.90	 0.30	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
178	 1.90	 0.60	 1	 0.883	 3	 65520	 51.95	 0.957	 -0.633	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433	 1.90	 0.20	 0.235	 0.166	 0.167	 0.212	 0.166	 0.433 
179	 1.90	 0.70	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 1.90	 0.10	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
180	 1.90	 0.80	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 1.90	 0.00	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
