9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
121	 1.30	 0.30	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.30	 0.50	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
122	 1.30	 0.40	 1	 0.884	 3	 65520	 46.01	 0.957	 -0.633	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346	 1.30	 0.40	 0.311	 0.172	 0.192	 0.200	 0.172	 0.346 
123	 1.30	 0.50	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 1.30	 0.30	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
124	 1.30	 0.60	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 1.30	 0.20	 0.213	 0.162	 0.157	 0.213	 0.162	 0.463 
125	 1.30	 0.70	 1	 0.882	 3	 65520	 58.91	 0.957	 -0.633	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537	 1.30	 0.10	 0.162	 0.150	 0.132	 0.211	 0.150	 0.537 
126	 1.30	 0.80	 1	 0.881	 3	 65520	 62.90	 0.957	 -0.633	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595	 1.30	 -0.00	 0.128	 0.138	 0.112	 0.201	 0.138	 0.595 
127	 1.40	 0.00	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.40	 0.80	 0.586	 0.141	 0.206	 0.115	 0.141	 0.133 
128	 1.40	 0.10	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.40	 0.70	 0.528	 0.152	 0.213	 0.136	 0.152	 0.168 
129	 1.40	 0.20	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.40	 0.60	 0.453	 0.164	 0.214	 0.160	 0.164	 0.219 
130	 1.40	 0.30	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.40	 0.50	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
131	 1.40	 0.40	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.40	 0.40	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
132	 1.40	 0.50	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.40	 0.30	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
133	 1.40	 0.60	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 1.40	 0.20	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
134	 1.40	 0.70	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 1.40	 0.10	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
135	 1.40	 0.80	 1	 0.882	 3	 65520	 60.91	 0.957	 -0.633	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567	 1.40	 -0.00	 0.144	 0.144	 0.122	 0.207	 0.144	 0.567 
136	 1.50	 0.00	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.50	 0.80	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
137	 1.50	 0.10	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.50	 0.70	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
138	 1.50	 0.20	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.50	 0.60	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
139	 1.50	 0.30	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.50	 0.50	 0.424	 0.167	 0.212	 0.169	 0.167	 0.242 
140	 1.50	 0.40	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.50	 0.40	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
141	 1.50	 0.50	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.50	 0.30	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
142	 1.50	 0.60	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.50	 0.20	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
143	 1.50	 0.70	 1	 0.882	 3	 65520	 55.92	 0.957	 -0.633	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493	 1.50	 0.10	 0.192	 0.158	 0.147	 0.214	 0.158	 0.493 
144	 1.50	 0.80	 1	 0.882	 3	 65520	 59.91	 0.957	 -0.633	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552	 1.50	 -0.00	 0.153	 0.147	 0.127	 0.209	 0.147	 0.552 
145	 1.60	 0.00	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.60	 0.80	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
146	 1.60	 0.10	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.60	 0.70	 0.572	 0.144	 0.208	 0.121	 0.144	 0.141 
147	 1.60	 0.20	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.60	 0.60	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
148	 1.60	 0.30	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.60	 0.50	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
149	 1.60	 0.40	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.60	 0.40	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
150	 1.60	 0.50	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.60	 0.30	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
151	 1.60	 0.60	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 1.60	 0.20	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
152	 1.60	 0.70	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 1.60	 0.10	 0.213	 0.162	 0.157	 0.213	 0.162	 0.463 
153	 1.60	 0.80	 1	 0.882	 3	 65520	 57.91	 0.957	 -0.633	 0.172	 0.153	 0.137	 0.212	 0.153	 0.523	 1.60	 -0.00	 0.172	 0.153	 0.137	 0.212	 0.153	 0.522 
154	 1.70	 0.00	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 1.70	 0.80	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
155	 1.70	 0.10	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.70	 0.70	 0.586	 0.141	 0.206	 0.115	 0.141	 0.133 
156	 1.70	 0.20	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.70	 0.60	 0.528	 0.152	 0.213	 0.136	 0.152	 0.168 
157	 1.70	 0.30	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.70	 0.50	 0.468	 0.162	 0.215	 0.155	 0.162	 0.208 
158	 1.70	 0.40	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.70	 0.40	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
159	 1.70	 0.50	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.70	 0.30	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
160	 1.70	 0.60	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.70	 0.20	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
161	 1.70	 0.70	 1	 0.883	 3	 65520	 52.94	 0.957	 -0.633	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448	 1.70	 0.10	 0.224	 0.164	 0.162	 0.213	 0.164	 0.448 
162	 1.70	 0.80	 1	 0.882	 3	 65520	 56.92	 0.957	 -0.633	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508	 1.70	 -0.00	 0.181	 0.155	 0.142	 0.213	 0.155	 0.508 
163	 1.80	 0.00	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.80	 0.80	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
164	 1.80	 0.10	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.80	 0.70	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
165	 1.80	 0.20	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.80	 0.60	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
166	 1.80	 0.30	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.80	 0.50	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
167	 1.80	 0.40	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.80	 0.40	 0.424	 0.167	 0.212	 0.169	 0.167	 0.242 
168	 1.80	 0.50	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.80	 0.30	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
169	 1.80	 0.60	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.80	 0.20	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
170	 1.80	 0.70	 1	 0.883	 3	 65520	 50.96	 0.957	 -0.633	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418	 1.80	 0.10	 0.247	 0.167	 0.171	 0.211	 0.167	 0.418 
171	 1.80	 0.80	 1	 0.883	 3	 65520	 54.93	 0.957	 -0.633	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478	 1.80	 -0.00	 0.202	 0.160	 0.152	 0.214	 0.160	 0.478 
172	 1.90	 0.00	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 1.90	 0.80	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
173	 1.90	 0.10	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.90	 0.70	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
174	 1.90	 0.20	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.90	 0.60	 0.572	 0.144	 0.208	 0.121	 0.144	 0.141 
175	 1.90	 0.30	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.90	 0.50	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
176	 1.90	 0.40	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.90	 0.40	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
177	 1.90	 0.50	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.90	 0.30	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
178	 1.90	 0.60	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.90	 0.20	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
179	 1.90	 0.70	 1	 0.884	 3	 65520	 49.97	 0.957	 -0.633	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403	 1.90	 0.10	 0.259	 0.169	 0.176	 0.209	 0.169	 0.403 
180	 1.90	 0.80	 1	 0.883	 3	 65520	 53.93	 0.957	 -0.633	 0.213	 0.162	 0.157	 0.214	 0.162	 0.463	 1.90	 -0.00	 0.213	 0.162	 0.157	 0.213	 0.162	 0.463 
