60	 96
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
960	3.90	15.34	0	0.050	247	545	106.70	0.324	0.342	0.489	 -0.007	 -0.007	 0.511	
961	4.16	0.00	0	0.079	225	493	127.81	0.005	0.001	0.495	 -0.020	 -0.020	 0.505	
962	4.16	0.26	0	0.010	211	404	45.44	0.368	-0.746	0.500	 -0.017	 -0.017	 0.500	
963	4.16	0.52	0	0.017	224	469	103.56	0.040	-0.879	0.496	 -0.002	 -0.002	 0.504	
964	4.16	0.78	0	0.010	191	385	47.34	0.580	-0.263	0.502	 -0.022	 -0.022	 0.498	
965	4.16	1.04	0	0.040	244	463	97.77	-0.375	0.671	0.490	 -0.003	 -0.003	 0.510	
966	4.16	1.30	0	0.128	187	477	125.64	0.821	0.106	0.489	 -0.032	 -0.032	 0.511	
967	4.16	1.56	0	0.051	222	452	96.25	0.213	0.079	0.487	 -0.003	 -0.003	 0.513	
968	4.16	1.82	0	0.065	213	431	127.34	0.101	1.070	0.496	 -0.016	 -0.016	 0.504	
969	4.16	2.08	0	0.061	204	429	113.55	-0.022	-0.391	0.489	 -0.011	 -0.011	 0.511	
970	4.16	2.34	0	0.010	218	482	98.59	0.395	0.152	0.504	 0.001	 0.001	 0.496	
971	4.16	2.60	0	0.010	214	483	63.45	0.357	-0.208	0.510	 -0.014	 -0.014	 0.490	
972	4.16	2.86	0	0.042	242	486	77.53	-0.323	-0.454	0.490	 0.005	 0.005	 0.510	
973	4.16	3.12	0	0.010	261	650	89.66	0.416	-0.910	0.535	 -0.000	 -0.000	 0.465	
974	4.16	3.38	0	0.083	238	507	130.03	-0.173	-0.912	0.496	 -0.021	 -0.021	 0.504	
975	4.16	3.64	0	0.082	175	480	124.29	0.546	0.062	0.492	 -0.020	 -0.020	 0.508	
976	4.16	3.90	0	0.048	188	477	107.04	0.101	-0.245	0.490	 -0.007	 -0.007	 0.510	
977	4.16	4.16	0	0.060	212	468	96.91	-0.258	-0.241	0.485	 -0.004	 -0.004	 0.515	
978	4.16	4.42	0	0.065	204	456	114.02	-0.252	-0.372	0.489	 -0.012	 -0.012	 0.511	
979	4.16	4.68	0	0.054	229	494	89.59	-0.383	0.059	0.486	 0.000	 0.000	 0.514	
980	4.16	4.94	0	0.039	225	533	111.32	0.563	1.137	0.493	 -0.007	 -0.007	 0.507	
981	4.16	5.20	0	0.010	216	600	116.18	0.525	-0.372	0.505	 0.007	 0.007	 0.495	
982	4.16	5.46	0	0.075	206	476	119.13	0.217	-0.312	0.490	 -0.016	 -0.016	 0.510	
983	4.16	5.72	1	0.462	1544	13278	87.92	0.590	-0.345	0.350	 0.011	 0.011	 0.650	
984	4.16	5.98	1	0.764	1615	46590	86.75	0.988	-0.553	0.193	 0.035	 0.035	 0.807	
985	4.16	6.24	1	0.778	1729	56038	86.80	0.994	-0.494	0.184	 0.035	 0.035	 0.816	
986	4.16	6.50	1	0.560	3893	48622	71.37	0.183	-1.541	0.345	 0.118	 0.118	 0.655	
987	4.16	6.76	1	0.467	5651	37120	72.79	0.154	-1.062	0.374	 0.086	 0.086	 0.626	
988	4.16	7.02	1	0.503	7305	43165	59.33	0.312	-1.488	0.420	 0.147	 0.147	 0.580	
989	4.16	7.28	1	0.612	7200	55506	43.79	0.494	-1.312	0.509	 0.220	 0.220	 0.491	
990	4.16	7.54	1	0.346	15274	49471	39.55	0.651	-0.875	0.520	 0.103	 0.103	 0.480	
991	4.16	7.80	1	0.315	12834	49924	51.02	-0.026	-1.174	0.480	 0.091	 0.091	 0.520	
992	4.16	8.06	1	0.313	15849	52647	53.28	0.287	-1.075	0.474	 0.089	 0.089	 0.526	
993	4.16	8.32	1	0.325	14700	48809	69.14	0.282	-1.322	0.428	 0.065	 0.065	 0.572	
994	4.16	8.58	1	0.392	7581	43121	73.77	0.724	-0.617	0.397	 0.066	 0.066	 0.603	
995	4.16	8.84	1	0.586	5551	43883	71.92	0.544	-1.337	0.333	 0.122	 0.122	 0.667	
996	4.16	9.10	1	0.554	5808	50578	71.09	0.771	-0.666	0.348	 0.118	 0.118	 0.652	
997	4.16	9.36	1	0.649	3950	56240	75.83	1.032	-0.131	0.288	 0.114	 0.114	 0.712	
998	4.16	9.62	1	0.460	13008	61165	69.42	0.706	-1.157	0.387	 0.098	 0.098	 0.613	
999	4.16	9.88	1	0.569	8971	60869	69.62	0.686	-1.088	0.349	 0.130	 0.130	 0.651	
1000	4.16	10.14	1	0.614	6340	63700	73.97	0.644	-1.001	0.312	 0.118	 0.118	 0.688	
1001	4.16	10.40	1	0.688	4640	64178	72.61	0.918	-0.774	0.285	 0.150	 0.150	 0.715	
1002	4.16	10.66	1	0.744	2572	54886	53.42	1.205	-0.075	0.414	 0.284	 0.284	 0.586	
1003	4.16	10.92	1	0.635	4445	45851	49.26	0.902	-0.675	0.466	 0.230	 0.230	 0.534	
1004	4.16	11.18	1	0.523	6995	50558	65.54	0.518	-1.310	0.384	 0.133	 0.133	 0.616	
1005	4.16	11.44	1	0.548	8568	58191	69.14	0.720	-0.966	0.359	 0.126	 0.126	 0.641	
1006	4.16	11.70	1	0.624	7004	61309	68.74	0.748	-0.942	0.333	 0.153	 0.153	 0.667	
1007	4.16	11.96	1	0.662	2798	43469	62.63	0.436	-1.421	0.357	 0.202	 0.202	 0.643	
1008	4.16	12.22	1	0.606	4073	45865	65.39	0.529	-1.182	0.358	 0.165	 0.165	 0.642	
1009	4.16	12.48	1	0.752	1668	44288	73.05	0.975	-0.607	0.250	 0.168	 0.168	 0.750	
1010	4.16	12.74	1	0.771	1809	58611	73.49	1.446	0.783	0.237	 0.171	 0.171	 0.763	
1011	4.16	13.00	1	0.661	4591	55201	69.47	0.917	-0.536	0.314	 0.162	 0.162	 0.686	
1012	4.16	13.26	1	0.638	3481	53435	72.64	0.946	-0.288	0.307	 0.134	 0.134	 0.693	
1013	4.16	13.52	1	0.736	1667	53835	79.26	1.751	2.336	0.229	 0.107	 0.107	 0.771	
1014	4.16	13.78	0	0.046	239	543	88.33	0.318	0.285	0.488	 0.001	 0.001	 0.512	
1015	4.16	14.04	0	0.042	235	510	127.38	0.219	-0.566	0.497	 -0.010	 -0.010	 0.503	
1016	4.16	14.30	0	0.010	235	508	126.28	-0.267	-1.028	0.499	 -0.002	 -0.002	 0.501	
1017	4.16	14.56	0	0.041	219	494	119.00	0.076	-0.572	0.494	 -0.009	 -0.009	 0.506	
1018	4.16	14.82	0	0.035	224	495	118.35	-0.017	-0.682	0.495	 -0.007	 -0.007	 0.505	
1019	4.16	15.08	0	0.039	219	504	115.68	0.028	-0.525	0.494	 -0.008	 -0.008	 0.506	
1020	4.16	15.34	0	0.029	233	526	121.36	0.194	-0.570	0.497	 -0.007	 -0.007	 0.503	
1021	4.42	0.00	0	0.010	189	372	45.61	0.807	-0.197	0.501	 -0.027	 -0.027	 0.499	
1022	4.42	0.26	0	0.007	211	490	80.55	-0.199	-0.596	0.498	 0.001	 0.001	 0.502	
1023	4.42	0.52	0	0.010	211	473	51.75	0.076	-1.130	0.506	 -0.023	 -0.023	 0.494	
1024	4.42	0.78	0	0.048	232	440	120.07	0.102	-0.503	0.494	 -0.011	 -0.011	 0.506	
1025	4.42	1.04	0	0.010	230	507	48.00	0.432	-0.229	0.501	 -0.013	 -0.013	 0.499	
1026	4.42	1.30	0	0.058	228	526	102.08	0.552	0.382	0.486	 -0.006	 -0.006	 0.514	
1027	4.42	1.56	0	0.062	234	464	119.97	0.199	-0.512	0.492	 -0.014	 -0.014	 0.508	
1028	4.42	1.82	0	0.029	214	434	119.63	0.141	0.359	0.496	 -0.006	 -0.006	 0.504	
1029	4.42	2.08	0	0.030	198	437	30.23	-0.317	-0.696	0.504	 0.007	 0.007	 0.496	
1030	4.42	2.34	0	0.010	214	488	50.40	0.118	-1.170	0.505	 -0.024	 -0.024	 0.495	
1031	4.42	2.60	0	0.070	232	500	127.32	0.164	-0.146	0.495	 -0.017	 -0.017	 0.505	
1032	4.42	2.86	0	0.010	201	600	128.32	0.357	-0.366	0.503	 0.013	 0.013	 0.497	
1033	4.42	3.12	0	0.010	205	388	49.00	0.075	-0.730	0.502	 -0.016	 -0.016	 0.498	
1034	4.42	3.38	0	0.097	176	431	126.16	0.567	-0.567	0.492	 -0.024	 -0.024	 0.508	
1035	4.42	3.64	0	0.010	210	523	90.65	1.071	0.352	0.510	 0.000	 0.000	 0.490	
1036	4.42	3.90	0	0.061	231	461	90.22	-0.475	-0.677	0.484	 -0.000	 -0.000	 0.516	
1037	4.42	4.16	0	0.046	224	446	124.22	0.182	-0.597	0.496	 -0.011	 -0.011	 0.504	
1038	4.42	4.42	0	0.092	235	514	104.04	-0.927	0.427	0.479	 -0.011	 -0.011	 0.521	
1039	4.42	4.68	0	0.041	223	490	126.45	-0.034	-0.405	0.497	 -0.010	 -0.010	 0.503	
1040	4.42	4.94	0	0.010	215	755	113.97	1.499	1.867	0.514	 0.016	 0.016	 0.486	
1041	4.42	5.20	0	0.100	216	494	78.38	-0.096	-0.479	0.476	 0.010	 0.010	 0.524	
1042	4.42	5.46	1	0.600	3482	40529	92.75	1.079	-0.303	0.287	 -0.021	 -0.021	 0.713	
1043	4.42	5.72	1	0.720	2678	51080	85.81	1.166	0.031	0.222	 0.041	 0.041	 0.778	
1044	4.42	5.98	1	0.718	3290	50220	86.63	0.679	-1.137	0.222	 0.033	 0.033	 0.778	
1045	4.42	6.24	1	0.553	3309	41186	68.63	0.391	-1.150	0.360	 0.130	 0.130	 0.640	
1046	4.42	6.50	1	0.486	2993	23441	68.94	0.014	-1.486	0.381	 0.108	 0.108	 0.619	
1047	4.42	6.76	1	0.509	7617	44296	58.73	0.329	-1.460	0.421	 0.152	 0.152	 0.579	
1048	4.42	7.02	1	0.375	11181	49157	60.84	0.286	-1.105	0.439	 0.098	 0.098	 0.561	
1049	4.42	7.28	1	0.343	15289	52483	57.05	0.458	-1.223	0.458	 0.094	 0.094	 0.542	
1050	4.42	7.54	1	0.295	17899	48421	57.65	0.172	-1.486	0.463	 0.078	 0.078	 0.537	
1051	4.42	7.80	1	0.255	17264	47374	71.06	0.330	-1.358	0.442	 0.045	 0.045	 0.558	
1052	4.42	8.06	1	0.432	10498	53872	62.07	0.533	-1.039	0.423	 0.114	 0.114	 0.577	
1053	4.42	8.32	1	0.455	7171	36439	81.36	0.652	-0.935	0.360	 0.044	 0.044	 0.640	
1054	4.42	8.58	1	0.557	6293	48250	71.51	0.702	-0.973	0.346	 0.116	 0.116	 0.654	
1055	4.42	8.84	1	0.504	8020	49880	67.08	0.642	-1.082	0.383	 0.121	 0.121	 0.617	
1056	4.42	9.10	1	0.662	5348	58629	69.43	0.911	-0.608	0.314	 0.163	 0.163	 0.686	
1057	4.42	9.36	1	0.493	12941	59680	70.26	0.490	-1.294	0.374	 0.104	 0.104	 0.626	
1058	4.42	9.62	1	0.606	6752	62502	69.51	0.610	-1.107	0.336	 0.142	 0.142	 0.664	
1059	4.42	9.88	1	0.640	5925	63706	79.14	0.753	-0.909	0.281	 0.087	 0.087	 0.719	
1060	4.42	10.14	1	0.715	2081	60410	64.08	0.667	-1.219	0.328	 0.219	 0.219	 0.672	
1061	4.42	10.40	1	0.738	2412	48246	50.39	1.123	-0.184	0.445	 0.287	 0.287	 0.555	
1062	4.42	10.66	1	0.672	3659	50663	50.12	0.968	-0.540	0.455	 0.249	 0.249	 0.545	
1063	4.42	10.92	1	0.548	9334	57303	64.68	0.742	-1.049	0.380	 0.146	 0.146	 0.620	
1064	4.42	11.18	1	0.531	10165	59312	66.00	0.654	-1.060	0.379	 0.134	 0.134	 0.621	
1065	4.42	11.44	1	0.718	3589	60179	65.29	0.614	-1.148	0.318	 0.213	 0.213	 0.682	
1066	4.42	11.70	1	0.521	6345	48155	71.81	0.424	-1.135	0.358	 0.105	 0.105	 0.642	
1067	4.42	11.96	1	0.677	3676	47808	65.41	0.860	-0.889	0.333	 0.194	 0.194	 0.667	
1068	4.42	12.22	1	0.729	1022	38680	78.89	1.096	-0.054	0.235	 0.108	 0.108	 0.765	
1069	4.42	12.48	1	0.667	3133	56971	76.53	1.222	0.289	0.277	 0.113	 0.113	 0.723	
1070	4.42	12.74	1	0.600	5017	54832	74.93	0.712	-0.961	0.315	 0.108	 0.108	 0.685	
1071	4.42	13.00	1	0.681	3338	49602	73.32	0.850	-0.711	0.284	 0.142	 0.142	 0.716	
1072	4.42	13.26	1	0.656	2482	54515	80.25	1.394	1.072	0.270	 0.081	 0.081	 0.730	
1073	4.42	13.52	0	0.057	231	550	95.81	0.432	0.529	0.486	 -0.003	 -0.003	 0.514	
1074	4.42	13.78	0	0.010	246	515	47.65	0.177	-0.275	0.501	 -0.014	 -0.014	 0.499	
1075	4.42	14.04	0	0.036	226	478	115.93	-0.061	-0.586	0.494	 -0.007	 -0.007	 0.506	
1076	4.42	14.30	0	0.037	216	480	124.75	0.050	-0.757	0.497	 -0.009	 -0.009	 0.503	
1077	4.42	14.56	0	0.037	219	489	117.78	-0.019	-0.744	0.495	 -0.008	 -0.008	 0.505	
1078	4.42	14.82	0	0.045	217	495	113.90	0.055	-0.552	0.492	 -0.009	 -0.009	 0.508	
1079	4.42	15.08	0	0.048	223	566	117.10	0.290	0.231	0.493	 -0.010	 -0.010	 0.507	
1080	4.42	15.34	0	0.025	229	559	121.35	0.429	-0.019	0.497	 -0.006	 -0.006	 0.503	
1081	4.68	0.00	0	0.081	201	437	138.78	0.401	-0.253	0.503	 -0.021	 -0.021	 0.497	
1082	4.68	0.26	0	0.047	240	504	97.44	-0.106	0.050	0.488	 -0.003	 -0.003	 0.512	
1083	4.68	0.52	0	0.010	217	525	45.85	0.033	0.202	0.500	 -0.016	 -0.016	 0.500	
1084	4.68	0.78	0	0.102	199	417	131.07	0.553	-0.679	0.496	 -0.027	 -0.027	 0.504	
1085	4.68	1.04	0	0.010	177	500	69.68	0.647	-0.399	0.505	 -0.004	 -0.004	 0.495	
1086	4.68	1.30	0	0.061	254	512	122.96	-0.347	-0.662	0.494	 -0.014	 -0.014	 0.506	
1087	4.68	1.56	0	0.054	198	433	130.14	-0.124	-0.798	0.498	 -0.014	 -0.014	 0.502	
1088	4.68	1.82	0	0.017	224	510	89.35	0.283	-0.376	0.496	 0.000	 0.000	 0.504	
1089	4.68	2.08	0	0.058	235	462	133.45	0.274	-0.603	0.499	 -0.015	 -0.015	 0.501	
1090	4.68	2.34	0	0.036	205	455	123.86	0.529	0.379	0.497	 -0.008	 -0.008	 0.503	
1091	4.68	2.60	0	0.063	247	843	90.45	2.585	7.504	0.484	 -0.000	 -0.000	 0.516	
1092	4.68	2.86	0	0.043	218	412	133.51	0.577	-0.694	0.499	 -0.011	 -0.011	 0.501	
1093	4.68	3.12	0	0.010	242	594	47.93	0.486	0.237	0.501	 -0.011	 -0.011	 0.499	
1094	4.68	3.38	0	0.099	185	408	133.64	0.699	-0.561	0.499	 -0.026	 -0.026	 0.501	
1095	4.68	3.64	0	0.010	200	422	50.97	0.086	-0.148	0.502	 -0.010	 -0.010	 0.498	
1096	4.68	3.90	0	0.010	213	453	48.01	0.356	-0.405	0.502	 -0.021	 -0.021	 0.498	
1097	4.68	4.16	0	0.032	234	532	112.96	0.088	-0.271	0.494	 -0.006	 -0.006	 0.506	
1098	4.68	4.42	0	0.035	240	520	85.69	0.322	-0.283	0.491	 0.001	 0.001	 0.509	
1099	4.68	4.68	0	0.042	195	422	130.96	0.071	-0.635	0.499	 -0.011	 -0.011	 0.501	
1100	4.68	4.94	0	0.093	197	453	99.17	-0.046	-0.559	0.477	 -0.008	 -0.008	 0.523	
1101	4.68	5.20	0	0.082	232	564	96.75	-0.583	-0.337	0.479	 -0.005	 -0.005	 0.521	
1102	4.68	5.46	1	0.669	2025	28762	101.38	0.755	-0.942	0.268	 -0.097	 -0.097	 0.732	
1103	4.68	5.72	1	0.733	2606	46317	92.31	1.170	-0.203	0.212	 -0.023	 -0.023	 0.788	
1104	4.68	5.98	1	0.663	3280	40287	92.39	1.234	0.197	0.253	 -0.021	 -0.021	 0.747	
1105	4.68	6.24	1	0.628	4808	48843	77.50	0.866	-0.599	0.293	 0.097	 0.097	 0.707	
1106	4.68	6.50	1	0.502	4033	35612	56.31	0.300	-1.237	0.436	 0.155	 0.155	 0.564	
1107	4.68	6.76	1	0.010	13021	48167	133.95	0.482	-1.093	0.504	 0.117	 0.117	 0.496	
1108	4.68	7.02	1	0.299	13206	49378	79.05	0.085	-1.281	0.418	 0.033	 0.033	 0.582	
1109	4.68	7.28	1	0.345	14553	57055	68.85	0.473	-1.008	0.423	 0.070	 0.070	 0.577	
1110	4.68	7.54	1	0.257	12336	47103	56.35	0.412	-1.039	0.472	 0.068	 0.068	 0.528	
1111	4.68	7.80	1	0.305	15489	48004	61.82	0.611	-0.862	0.450	 0.075	 0.075	 0.550	
1112	4.68	8.06	1	0.339	12062	47735	56.66	0.581	-0.835	0.460	 0.094	 0.094	 0.540	
1113	4.68	8.32	1	0.330	12710	44536	73.77	0.594	-0.932	0.417	 0.053	 0.053	 0.583	
1114	4.68	8.58	1	0.503	8995	53983	73.31	0.593	-1.164	0.360	 0.092	 0.092	 0.640	
1115	4.68	8.84	1	0.532	8305	52262	71.87	0.599	-1.138	0.354	 0.107	 0.107	 0.646	
1116	4.68	9.10	1	0.604	5839	53207	66.22	0.922	-0.580	0.354	 0.160	 0.160	 0.646	
1117	4.68	9.36	1	0.464	11398	58942	70.75	0.536	-1.211	0.382	 0.094	 0.094	 0.618	
1118	4.68	9.62	1	0.586	8128	62800	74.06	0.773	-1.023	0.324	 0.109	 0.109	 0.676	
1119	4.68	9.88	1	0.643	6729	63558	73.89	0.732	-1.080	0.300	 0.126	 0.126	 0.700	
1120	4.68	10.14	1	0.650	4808	62102	73.90	0.668	-1.141	0.296	 0.128	 0.128	 0.704	
1121	4.68	10.40	1	0.756	1847	48623	62.21	0.939	-0.676	0.328	 0.251	 0.251	 0.672	
1122	4.68	10.66	1	0.734	2736	52759	58.09	0.923	-0.533	0.372	 0.260	 0.260	 0.628	
1123	4.68	10.92	1	0.609	8143	62256	58.40	0.884	-0.779	0.401	 0.195	 0.195	 0.599	
1124	4.68	11.18	1	0.446	11441	57857	67.61	0.294	-1.358	0.398	 0.101	 0.101	 0.602	
1125	4.68	11.44	1	0.606	6326	62982	63.14	0.643	-1.122	0.371	 0.175	 0.175	 0.629	
1126	4.68	11.70	1	0.675	3620	51672	67.81	0.656	-1.083	0.318	 0.178	 0.178	 0.682	
1127	4.68	11.96	1	0.503	5760	45649	74.80	0.663	-0.698	0.355	 0.085	 0.085	 0.645	
1128	4.68	12.22	1	0.679	2639	46595	74.94	0.747	-0.846	0.278	 0.129	 0.129	 0.722	
1129	4.68	12.48	1	0.663	1994	44971	80.52	1.030	-0.019	0.265	 0.081	 0.081	 0.735	
1130	4.68	12.74	1	0.616	4669	58235	79.47	0.900	-0.490	0.292	 0.080	 0.080	 0.708	
1131	4.68	13.00	1	0.637	3413	48593	74.61	0.611	-1.156	0.299	 0.119	 0.119	 0.701	
1132	4.68	13.26	1	0.714	1723	49379	80.51	1.488	1.242	0.237	 0.090	 0.090	 0.763	
1133	4.68	13.52	1	0.787	1084	50865	85.78	1.950	2.712	0.179	 0.048	 0.048	 0.821	
1134	4.68	13.78	0	0.045	242	546	105.35	0.320	0.001	0.490	 -0.006	 -0.006	 0.510	
1135	4.68	14.04	0	0.036	225	499	122.31	0.017	-0.604	0.496	 -0.008	 -0.008	 0.504	
1136	4.68	14.30	0	0.016	218	453	124.26	-0.284	-0.792	0.498	 -0.004	 -0.004	 0.502	
1137	4.68	14.56	0	0.043	218	522	114.98	0.034	-0.557	0.493	 -0.008	 -0.008	 0.507	
1138	4.68	14.82	0	0.020	226	470	123.34	-0.256	-0.926	0.498	 -0.005	 -0.005	 0.502	
1139	4.68	15.08	0	0.030	225	547	112.31	0.355	-0.383	0.495	 -0.005	 -0.005	 0.505	
1140	4.68	15.34	0	0.027	235	520	81.42	0.415	-0.623	0.494	 0.002	 0.002	 0.506	
1141	4.94	0.00	0	0.028	209	461	67.61	0.205	-0.556	0.495	 0.005	 0.005	 0.505	
1142	4.94	0.26	0	0.026	227	548	55.38	0.338	-0.665	0.498	 0.006	 0.006	 0.502	
1143	4.94	0.52	0	0.010	184	389	47.67	0.433	-0.777	0.502	 -0.022	 -0.022	 0.498	
1144	4.94	0.78	0	0.083	253	493	117.76	0.215	-0.797	0.488	 -0.018	 -0.018	 0.512	
1145	4.94	1.04	0	0.010	257	482	74.26	-0.222	-0.761	0.498	 0.001	 0.001	 0.502	
1146	4.94	1.30	0	0.010	231	528	47.81	-0.259	-0.660	0.502	 -0.018	 -0.018	 0.498	
1147	4.94	1.56	0	0.055	219	448	128.75	-0.012	-0.840	0.497	 -0.014	 -0.014	 0.503	
1148	4.94	1.82	0	0.010	227	468	98.43	0.909	0.520	0.502	 0.001	 0.001	 0.498	
1149	4.94	2.08	0	0.027	182	471	85.06	0.077	0.110	0.493	 0.001	 0.001	 0.507	
1150	4.94	2.34	0	0.010	247	531	48.97	0.809	0.177	0.501	 -0.008	 -0.008	 0.499	
1151	4.94	2.60	0	0.010	205	417	59.35	0.284	-0.569	0.506	 -0.012	 -0.012	 0.494	
1152	4.94	2.86	0	0.010	194	689	114.40	0.828	0.484	0.505	 0.006	 0.006	 0.495	
1153	4.94	3.12	0	0.075	188	366	134.24	0.437	-0.902	0.499	 -0.019	 -0.019	 0.501	
1154	4.94	3.38	0	0.082	189	377	130.79	0.732	-0.168	0.497	 -0.021	 -0.021	 0.503	
1155	4.94	3.64	0	0.010	208	436	47.35	0.387	-0.583	0.502	 -0.023	 -0.023	 0.498	
1156	4.94	3.90	0	0.010	212	460	46.74	0.530	-0.489	0.501	 -0.020	 -0.020	 0.499	
1157	4.94	4.16	0	0.067	219	544	102.10	0.340	0.469	0.484	 -0.007	 -0.007	 0.516	
1158	4.94	4.42	0	0.066	188	413	131.60	0.230	-0.924	0.498	 -0.017	 -0.017	 0.502	
1159	4.94	4.68	0	0.041	225	474	96.31	-0.801	0.239	0.490	 -0.002	 -0.002	 0.510	
1160	4.94	4.94	0	0.135	245	611	83.02	0.521	-0.319	0.465	 0.009	 0.009	 0.535	
1161	4.94	5.20	1	0.669	1976	26906	97.53	0.874	-0.633	0.257	 -0.065	 -0.065	 0.743	
1162	4.94	5.46	1	0.671	2921	37678	92.31	1.115	0.004	0.249	 -0.020	 -0.020	 0.751	
1163	4.94	5.72	1	0.479	4709	29427	89.86	0.988	-0.471	0.342	 0.001	 0.001	 0.658	
1164	4.94	5.98	1	0.554	4621	39338	80.27	0.909	-0.349	0.319	 0.064	 0.064	 0.681	
1165	4.94	6.24	1	0.315	13158	41292	48.95	0.495	-1.223	0.487	 0.093	 0.093	 0.513	
1166	4.94	6.50	1	0.298	14720	56393	63.36	0.435	-0.678	0.448	 0.070	 0.070	 0.552	
1167	4.94	6.76	1	0.266	14436	45894	76.43	0.357	-0.734	0.432	 0.035	 0.035	 0.568	
1168	4.94	7.02	1	0.231	15925	46369	58.34	0.340	-0.834	0.471	 0.058	 0.058	 0.529	
1169	4.94	7.28	1	0.284	13585	45847	63.15	0.735	-0.054	0.451	 0.067	 0.067	 0.549	
1170	4.94	7.54	1	0.354	10039	42923	60.77	0.084	-1.476	0.444	 0.092	 0.092	 0.556	
1171	4.94	7.80	1	0.279	11737	47796	51.19	1.025	0.358	0.483	 0.079	 0.079	 0.517	
1172	4.94	8.06	1	0.353	10604	44014	79.11	0.570	-0.816	0.400	 0.040	 0.040	 0.600	
1173	4.94	8.32	1	0.436	9530	52781	68.13	0.945	-0.677	0.399	 0.096	 0.096	 0.601	
1174	4.94	8.58	1	0.506	8649	56246	69.91	0.576	-1.198	0.371	 0.109	 0.109	 0.629	
1175	4.94	8.84	1	0.605	6972	53603	65.25	0.729	-1.077	0.359	 0.165	 0.165	 0.641	
1176	4.94	9.10	1	0.482	10538	57779	70.87	0.429	-1.283	0.375	 0.098	 0.098	 0.625	
1177	4.94	9.36	1	0.590	6208	60592	74.21	0.497	-1.248	0.322	 0.110	 0.110	 0.678	
1178	4.94	9.62	1	0.652	6861	63133	71.03	0.822	-0.955	0.309	 0.149	 0.149	 0.691	
1179	4.94	9.88	1	0.654	4964	63473	72.53	0.874	-0.667	0.301	 0.139	 0.139	 0.699	
1180	4.94	10.14	1	0.790	1343	54920	60.30	1.182	-0.166	0.334	 0.281	 0.281	 0.666	
1181	4.94	10.40	1	0.748	1595	47082	62.20	1.197	0.181	0.331	 0.246	 0.246	 0.669	
1182	4.94	10.66	1	0.529	10721	62189	65.18	0.777	-0.892	0.384	 0.137	 0.137	 0.616	
1183	4.94	10.92	1	0.381	15105	54278	68.16	0.651	-1.005	0.415	 0.081	 0.081	 0.585	
1184	4.94	11.18	1	0.692	3094	59275	69.13	0.860	-0.712	0.303	 0.176	 0.176	 0.697	
1185	4.94	11.44	1	0.666	3830	46574	70.82	0.686	-1.092	0.304	 0.155	 0.155	 0.696	
1186	4.94	11.70	1	0.563	5574	48932	61.78	0.541	-1.329	0.392	 0.163	 0.163	 0.608	
1187	4.94	11.96	1	0.650	2804	42503	86.64	0.850	-0.642	0.261	 0.028	 0.028	 0.739	
1188	4.94	12.22	1	0.732	2716	60438	80.79	1.213	0.056	0.226	 0.091	 0.091	 0.774	
1189	4.94	12.48	1	0.608	3941	52470	80.72	0.723	-0.836	0.293	 0.069	 0.069	 0.707	
1190	4.94	12.74	1	0.703	2624	56840	77.59	0.729	-0.927	0.254	 0.114	 0.114	 0.746	
1191	4.94	13.00	1	0.752	2569	57037	80.31	1.292	0.270	0.216	 0.100	 0.100	 0.784	
1192	4.94	13.26	1	0.783	1665	54989	75.29	1.118	-0.003	0.220	 0.158	 0.158	 0.780	
1193	4.94	13.52	0	0.044	228	578	97.72	0.817	1.086	0.489	 -0.003	 -0.003	 0.511	
1194	4.94	13.78	0	0.026	219	482	117.50	-0.248	-0.584	0.496	 -0.005	 -0.005	 0.504	
1195	4.94	14.04	0	0.032	220	474	122.57	-0.007	-0.854	0.497	 -0.007	 -0.007	 0.503	
1196	4.94	14.30	0	0.042	232	520	120.71	-0.042	-0.691	0.495	 -0.009	 -0.009	 0.505	
1197	4.94	14.56	0	0.073	246	518	128.97	0.393	-0.432	0.496	 -0.019	 -0.019	 0.504	
1198	4.94	14.82	0	0.040	227	494	117.55	-0.136	-0.782	0.494	 -0.008	 -0.008	 0.506	
1199	4.94	15.08	0	0.034	229	527	117.56	0.252	-0.216	0.495	 -0.007	 -0.007	 0.505	
1200	4.94	15.34	0	0.040	224	530	127.65	0.394	-0.364	0.497	 -0.010	 -0.010	 0.503	
1201	5.20	0.00	0	0.010	175	390	50.50	0.591	-0.135	0.502	 -0.012	 -0.012	 0.498	
1202	5.20	0.26	0	0.050	229	465	137.01	0.129	-0.712	0.501	 -0.013	 -0.013	 0.499	
1203	5.20	0.52	0	0.010	198	385	54.69	0.077	-0.601	0.505	 -0.014	 -0.014	 0.495	
1204	5.20	0.78	0	0.048	215	443	133.95	-0.024	-0.840	0.500	 -0.012	 -0.012	 0.500	
1205	5.20	1.04	0	0.010	225	465	55.82	0.287	-0.740	0.510	 -0.025	 -0.025	 0.490	
1206	5.20	1.30	0	0.086	233	503	127.63	0.106	-0.896	0.494	 -0.022	 -0.022	 0.506	
1207	5.20	1.56	0	0.042	234	421	118.36	-0.609	0.026	0.494	 -0.009	 -0.009	 0.506	
1208	5.20	1.82	0	0.045	203	525	104.98	0.015	-0.438	0.490	 -0.006	 -0.006	 0.510	
1209	5.20	2.08	0	0.010	203	449	55.10	0.937	0.957	0.502	 -0.006	 -0.006	 0.498	
