9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
121	 1.30	 0.30	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.30	 0.50	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
122	 1.30	 0.40	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.30	 0.40	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
123	 1.30	 0.50	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.30	 0.30	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
124	 1.30	 0.60	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.30	 0.20	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
125	 1.30	 0.70	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.30	 0.10	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
126	 1.30	 0.80	 1	 0.884	 3	 65520	 48.98	 0.957	 -0.633	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389	 1.30	 0.00	 0.272	 0.170	 0.180	 0.207	 0.170	 0.389 
127	 1.40	 0.00	 1	 0.883	 3	 65520	 14.61	 0.957	 -0.633	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057	 1.40	 0.80	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057 
128	 1.40	 0.10	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 1.40	 0.70	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
129	 1.40	 0.20	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 1.40	 0.60	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
130	 1.40	 0.30	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.40	 0.50	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
131	 1.40	 0.40	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.40	 0.40	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
132	 1.40	 0.50	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.40	 0.30	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
133	 1.40	 0.60	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.40	 0.20	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
134	 1.40	 0.70	 1	 0.885	 3	 65520	 44.04	 0.957	 -0.633	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319	 1.40	 0.10	 0.338	 0.172	 0.198	 0.193	 0.172	 0.319 
135	 1.40	 0.80	 1	 0.884	 3	 65520	 47.99	 0.957	 -0.633	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374	 1.40	 0.00	 0.284	 0.171	 0.184	 0.205	 0.171	 0.374 
136	 1.50	 0.00	 1	 0.882	 3	 65520	 12.62	 0.957	 -0.633	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050	 1.50	 0.80	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050 
137	 1.50	 0.10	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.50	 0.70	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
138	 1.50	 0.20	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.50	 0.60	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
139	 1.50	 0.30	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.50	 0.50	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
140	 1.50	 0.40	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 1.50	 0.40	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
141	 1.50	 0.50	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.50	 0.30	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
142	 1.50	 0.60	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.50	 0.20	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
143	 1.50	 0.70	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.50	 0.10	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
144	 1.50	 0.80	 1	 0.884	 3	 65520	 47.00	 0.957	 -0.633	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360	 1.50	 0.00	 0.297	 0.171	 0.188	 0.202	 0.171	 0.360 
145	 1.60	 0.00	 1	 0.882	 3	 65520	 11.63	 0.957	 -0.633	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047	 1.60	 0.80	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047 
146	 1.60	 0.10	 1	 0.883	 3	 65520	 15.60	 0.957	 -0.633	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061	 1.60	 0.70	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061 
147	 1.60	 0.20	 1	 0.884	 3	 65520	 19.54	 0.957	 -0.633	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080	 1.60	 0.60	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080 
148	 1.60	 0.30	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.60	 0.50	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
149	 1.60	 0.40	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.60	 0.40	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
150	 1.60	 0.50	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.60	 0.30	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
151	 1.60	 0.60	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.60	 0.20	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
152	 1.60	 0.70	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.60	 0.10	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
153	 1.60	 0.80	 1	 0.885	 3	 65520	 45.03	 0.957	 -0.633	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332	 1.60	 0.00	 0.324	 0.172	 0.195	 0.197	 0.172	 0.332 
154	 1.70	 0.00	 1	 0.881	 3	 65520	 9.63	 0.957	 -0.633	 0.784	 0.087	 0.094	 0.035	 0.087	 0.041	 1.70	 0.80	 0.784	 0.087	 0.094	 0.035	 0.087	 0.041 
155	 1.70	 0.10	 1	 0.882	 3	 65520	 13.62	 0.957	 -0.633	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053	 1.70	 0.70	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053 
156	 1.70	 0.20	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 1.70	 0.60	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
157	 1.70	 0.30	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 1.70	 0.50	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
158	 1.70	 0.40	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.70	 0.40	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
159	 1.70	 0.50	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.70	 0.30	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
160	 1.70	 0.60	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.70	 0.20	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
161	 1.70	 0.70	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.70	 0.10	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
162	 1.70	 0.80	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.70	 0.00	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
163	 1.80	 0.00	 1	 0.881	 3	 65520	 8.63	 0.957	 -0.633	 0.790	 0.085	 0.084	 0.031	 0.085	 0.039	 1.80	 0.80	 0.790	 0.085	 0.084	 0.031	 0.085	 0.039 
164	 1.80	 0.10	 1	 0.882	 3	 65520	 12.62	 0.957	 -0.633	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050	 1.80	 0.70	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050 
165	 1.80	 0.20	 1	 0.883	 3	 65520	 16.59	 0.957	 -0.633	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065	 1.80	 0.60	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065 
166	 1.80	 0.30	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.80	 0.50	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
167	 1.80	 0.40	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.80	 0.40	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
168	 1.80	 0.50	 1	 0.886	 3	 65520	 29.34	 0.957	 -0.633	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150	 1.80	 0.30	 0.557	 0.147	 0.210	 0.126	 0.147	 0.150 
169	 1.80	 0.60	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.80	 0.20	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
170	 1.80	 0.70	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.80	 0.10	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
171	 1.80	 0.80	 1	 0.885	 3	 65520	 42.07	 0.957	 -0.633	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292	 1.80	 0.00	 0.366	 0.171	 0.204	 0.186	 0.171	 0.292 
172	 1.90	 0.00	 1	 0.880	 3	 65520	 6.63	 0.957	 -0.633	 0.801	 0.082	 0.065	 0.023	 0.082	 0.035	 1.90	 0.80	 0.801	 0.082	 0.065	 0.023	 0.082	 0.035 
173	 1.90	 0.10	 1	 0.881	 3	 65520	 10.63	 0.957	 -0.633	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044	 1.90	 0.70	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044 
174	 1.90	 0.20	 1	 0.883	 3	 65520	 15.60	 0.957	 -0.633	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061	 1.90	 0.60	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061 
175	 1.90	 0.30	 1	 0.884	 3	 65520	 19.54	 0.957	 -0.633	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080	 1.90	 0.50	 0.691	 0.115	 0.171	 0.077	 0.115	 0.080 
176	 1.90	 0.40	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 1.90	 0.40	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
177	 1.90	 0.50	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.90	 0.30	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
178	 1.90	 0.60	 1	 0.886	 3	 65520	 32.27	 0.957	 -0.633	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178	 1.90	 0.20	 0.513	 0.155	 0.214	 0.141	 0.155	 0.178 
179	 1.90	 0.70	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.90	 0.10	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
180	 1.90	 0.80	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.90	 0.00	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
