9	 20
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	H1111	H2211	H1112	H2212	H1122	H2222	Xn 	Yn 	H1n 	H2n 	H3n 	H4n 	H5n 	H6n
121	 1.30	 0.30	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.30	 0.50	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
122	 1.30	 0.40	 1	 0.886	 3	 65520	 26.41	 0.957	 -0.633	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125	 1.30	 0.40	 0.600	 0.137	 0.203	 0.111	 0.137	 0.125 
123	 1.30	 0.50	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.30	 0.30	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
124	 1.30	 0.60	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.30	 0.20	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
125	 1.30	 0.70	 1	 0.885	 3	 65520	 39.13	 0.957	 -0.633	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254	 1.30	 0.10	 0.409	 0.168	 0.211	 0.174	 0.168	 0.254 
126	 1.30	 0.80	 1	 0.885	 3	 65520	 43.06	 0.957	 -0.633	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305	 1.30	 0.00	 0.352	 0.172	 0.201	 0.190	 0.172	 0.305 
127	 1.40	 0.00	 1	 0.880	 3	 65520	 7.63	 0.957	 -0.633	 0.796	 0.084	 0.075	 0.027	 0.084	 0.037	 1.40	 0.80	 0.796	 0.084	 0.075	 0.027	 0.084	 0.037 
128	 1.40	 0.10	 1	 0.882	 3	 65520	 11.63	 0.957	 -0.633	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047	 1.40	 0.70	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047 
129	 1.40	 0.20	 1	 0.883	 3	 65520	 16.59	 0.957	 -0.633	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065	 1.40	 0.60	 0.724	 0.105	 0.151	 0.063	 0.105	 0.065 
130	 1.40	 0.30	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 1.40	 0.50	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
131	 1.40	 0.40	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.40	 0.40	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
132	 1.40	 0.50	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.40	 0.30	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
133	 1.40	 0.60	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.40	 0.20	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
134	 1.40	 0.70	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.40	 0.10	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
135	 1.40	 0.80	 1	 0.885	 3	 65520	 41.09	 0.957	 -0.633	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279	 1.40	 0.00	 0.380	 0.170	 0.207	 0.182	 0.170	 0.279 
136	 1.50	 0.00	 1	 0.880	 3	 65520	 6.63	 0.957	 -0.633	 0.801	 0.082	 0.065	 0.023	 0.082	 0.035	 1.50	 0.80	 0.801	 0.082	 0.065	 0.023	 0.082	 0.035 
137	 1.50	 0.10	 1	 0.881	 3	 65520	 10.63	 0.957	 -0.633	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044	 1.50	 0.70	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044 
138	 1.50	 0.20	 1	 0.883	 3	 65520	 14.61	 0.957	 -0.633	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057	 1.50	 0.60	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057 
139	 1.50	 0.30	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 1.50	 0.50	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
140	 1.50	 0.40	 1	 0.885	 3	 65520	 23.47	 0.957	 -0.633	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104	 1.50	 0.40	 0.641	 0.128	 0.191	 0.096	 0.128	 0.104 
141	 1.50	 0.50	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.50	 0.30	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
142	 1.50	 0.60	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.50	 0.20	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
143	 1.50	 0.70	 1	 0.886	 3	 65520	 36.19	 0.957	 -0.633	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220	 1.50	 0.10	 0.453	 0.164	 0.214	 0.160	 0.164	 0.220 
144	 1.50	 0.80	 1	 0.885	 3	 65520	 40.11	 0.957	 -0.633	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267	 1.50	 0.00	 0.394	 0.169	 0.209	 0.178	 0.169	 0.267 
145	 1.60	 0.00	 1	 0.879	 3	 65520	 4.62	 0.957	 -0.633	 0.808	 0.080	 0.046	 0.016	 0.080	 0.032	 1.60	 0.80	 0.808	 0.080	 0.046	 0.016	 0.080	 0.032 
146	 1.60	 0.10	 1	 0.881	 3	 65520	 8.63	 0.957	 -0.633	 0.790	 0.085	 0.084	 0.031	 0.085	 0.039	 1.60	 0.70	 0.790	 0.085	 0.084	 0.031	 0.085	 0.039 
147	 1.60	 0.20	 1	 0.882	 3	 65520	 13.62	 0.957	 -0.633	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053	 1.60	 0.60	 0.753	 0.097	 0.128	 0.051	 0.097	 0.053 
148	 1.60	 0.30	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.60	 0.50	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
149	 1.60	 0.40	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.60	 0.40	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
150	 1.60	 0.50	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.60	 0.30	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
151	 1.60	 0.60	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.60	 0.20	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
152	 1.60	 0.70	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.60	 0.10	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
153	 1.60	 0.80	 1	 0.886	 3	 65520	 38.14	 0.957	 -0.633	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243	 1.60	 0.00	 0.424	 0.167	 0.212	 0.169	 0.167	 0.243 
154	 1.70	 0.00	 1	 0.879	 3	 65520	 3.61	 0.957	 -0.633	 0.811	 0.079	 0.036	 0.012	 0.079	 0.031	 1.70	 0.80	 0.811	 0.079	 0.036	 0.012	 0.079	 0.031 
155	 1.70	 0.10	 1	 0.880	 3	 65520	 7.63	 0.957	 -0.633	 0.796	 0.084	 0.075	 0.027	 0.084	 0.037	 1.70	 0.70	 0.796	 0.084	 0.075	 0.027	 0.084	 0.037 
156	 1.70	 0.20	 1	 0.882	 3	 65520	 11.63	 0.957	 -0.633	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047	 1.70	 0.60	 0.770	 0.092	 0.111	 0.043	 0.092	 0.047 
157	 1.70	 0.30	 1	 0.883	 3	 65520	 15.60	 0.957	 -0.633	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061	 1.70	 0.50	 0.734	 0.102	 0.144	 0.059	 0.102	 0.061 
158	 1.70	 0.40	 1	 0.885	 3	 65520	 20.53	 0.957	 -0.633	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085	 1.70	 0.40	 0.679	 0.118	 0.176	 0.081	 0.118	 0.085 
159	 1.70	 0.50	 1	 0.885	 3	 65520	 24.45	 0.957	 -0.633	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110	 1.70	 0.30	 0.627	 0.131	 0.196	 0.101	 0.131	 0.110 
160	 1.70	 0.60	 1	 0.886	 3	 65520	 28.36	 0.957	 -0.633	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141	 1.70	 0.20	 0.571	 0.144	 0.208	 0.121	 0.144	 0.141 
161	 1.70	 0.70	 1	 0.886	 3	 65520	 33.25	 0.957	 -0.633	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188	 1.70	 0.10	 0.498	 0.157	 0.215	 0.146	 0.157	 0.188 
162	 1.70	 0.80	 1	 0.886	 3	 65520	 37.16	 0.957	 -0.633	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231	 1.70	 0.00	 0.438	 0.165	 0.214	 0.165	 0.165	 0.231 
163	 1.80	 0.00	 1	 0.878	 3	 65520	 1.59	 0.957	 -0.633	 0.815	 0.078	 0.015	 0.005	 0.078	 0.030	 1.80	 0.80	 0.815	 0.078	 0.015	 0.005	 0.078	 0.030 
164	 1.80	 0.10	 1	 0.879	 3	 65520	 5.62	 0.957	 -0.633	 0.805	 0.081	 0.056	 0.020	 0.081	 0.034	 1.80	 0.70	 0.805	 0.081	 0.056	 0.020	 0.081	 0.034 
165	 1.80	 0.20	 1	 0.881	 3	 65520	 10.63	 0.957	 -0.633	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044	 1.80	 0.60	 0.777	 0.089	 0.103	 0.039	 0.089	 0.044 
166	 1.80	 0.30	 1	 0.883	 3	 65520	 14.61	 0.957	 -0.633	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057	 1.80	 0.50	 0.744	 0.100	 0.136	 0.055	 0.100	 0.057 
167	 1.80	 0.40	 1	 0.884	 3	 65520	 18.56	 0.957	 -0.633	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074	 1.80	 0.40	 0.702	 0.112	 0.164	 0.072	 0.112	 0.074 
168	 1.80	 0.50	 1	 0.885	 3	 65520	 22.49	 0.957	 -0.633	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097	 1.80	 0.30	 0.654	 0.125	 0.187	 0.091	 0.125	 0.097 
169	 1.80	 0.60	 1	 0.886	 3	 65520	 27.38	 0.957	 -0.633	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133	 1.80	 0.20	 0.586	 0.141	 0.206	 0.116	 0.141	 0.133 
170	 1.80	 0.70	 1	 0.886	 3	 65520	 31.29	 0.957	 -0.633	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168	 1.80	 0.10	 0.528	 0.152	 0.214	 0.136	 0.152	 0.168 
171	 1.80	 0.80	 1	 0.886	 3	 65520	 35.21	 0.957	 -0.633	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209	 1.80	 0.00	 0.468	 0.162	 0.215	 0.155	 0.162	 0.209 
172	 1.90	 0.00	 1	 0.877	 3	 65520	 0.58	 0.957	 -0.633	 0.815	 0.077	 0.005	 0.002	 0.077	 0.030	 1.90	 0.80	 0.815	 0.077	 0.005	 0.002	 0.077	 0.030 
173	 1.90	 0.10	 1	 0.879	 3	 65520	 4.62	 0.957	 -0.633	 0.808	 0.080	 0.046	 0.016	 0.080	 0.032	 1.90	 0.70	 0.808	 0.080	 0.046	 0.016	 0.080	 0.032 
174	 1.90	 0.20	 1	 0.881	 3	 65520	 8.63	 0.957	 -0.633	 0.790	 0.085	 0.084	 0.031	 0.085	 0.039	 1.90	 0.60	 0.790	 0.085	 0.084	 0.031	 0.085	 0.039 
175	 1.90	 0.30	 1	 0.882	 3	 65520	 12.62	 0.957	 -0.633	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050	 1.90	 0.50	 0.762	 0.094	 0.120	 0.047	 0.094	 0.050 
176	 1.90	 0.40	 1	 0.884	 3	 65520	 17.57	 0.957	 -0.633	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070	 1.90	 0.40	 0.714	 0.108	 0.158	 0.068	 0.108	 0.070 
177	 1.90	 0.50	 1	 0.885	 3	 65520	 21.51	 0.957	 -0.633	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091	 1.90	 0.30	 0.667	 0.121	 0.182	 0.086	 0.121	 0.091 
178	 1.90	 0.60	 1	 0.885	 3	 65520	 25.43	 0.957	 -0.633	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118	 1.90	 0.20	 0.614	 0.134	 0.199	 0.106	 0.134	 0.118 
179	 1.90	 0.70	 1	 0.886	 3	 65520	 30.32	 0.957	 -0.633	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159	 1.90	 0.10	 0.542	 0.149	 0.212	 0.131	 0.149	 0.159 
180	 1.90	 0.80	 1	 0.886	 3	 65520	 34.23	 0.957	 -0.633	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198	 1.90	 0.00	 0.483	 0.160	 0.215	 0.150	 0.160	 0.198 
