112	 179
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	
4317	9.88	15.60	0	0.104	276	567	145.66	-0.105	-0.790	
4318	9.88	15.86	0	0.082	246	523	152.98	-0.281	-0.360	
4319	9.88	16.12	0	0.089	238	511	161.99	0.040	0.044	
4320	9.88	16.38	1	0.378	322	2570	147.75	2.217	4.405	
4321	9.88	16.64	1	0.688	3079	58022	153.68	0.769	-0.850	
4322	9.88	16.90	1	0.642	4121	48628	162.47	0.758	-0.875	
4323	9.88	17.16	1	0.580	3417	50557	178.54	0.712	-0.743	
4324	9.88	17.42	1	0.496	8310	42045	21.06	0.532	-1.052	
4325	9.88	17.68	1	0.272	8489	31480	33.58	0.691	0.103	
4326	9.88	17.94	1	0.673	4601	53893	38.60	1.374	0.600	
4327	9.88	18.20	1	0.530	4052	32832	41.77	0.491	-1.203	
4328	9.88	18.46	1	0.411	6909	31897	36.05	0.817	-0.287	
4329	9.88	18.72	1	0.345	6173	23500	36.10	0.595	-0.843	
4330	9.88	18.98	1	0.351	8318	28859	36.01	0.336	-1.175	
4331	9.88	19.24	1	0.220	8845	22669	48.45	0.833	-0.253	
4332	9.88	19.50	1	0.137	7156	17534	177.29	0.566	-0.222	
4333	9.88	19.76	1	0.180	8220	18360	26.20	-0.166	-0.977	
4334	9.88	20.02	1	0.271	7758	25053	165.46	0.802	-0.409	
4335	9.88	20.28	1	0.304	5704	21629	146.19	0.145	-1.012	
4336	9.88	20.54	1	0.344	7431	27504	161.01	0.539	-1.237	
4337	9.88	20.80	1	0.355	6472	24101	161.23	0.177	-1.441	
4338	9.88	21.06	1	0.508	4894	28871	165.66	0.554	-1.044	
4339	9.88	21.32	1	0.361	6223	24805	167.37	0.571	-1.072	
4340	9.88	21.58	1	0.437	6947	33211	143.95	0.969	-0.138	
4341	9.88	21.84	1	0.352	7016	27119	141.88	0.576	-0.865	
4342	9.88	22.10	1	0.483	5649	39305	123.33	0.861	-0.921	
4343	9.88	22.36	1	0.417	6834	30162	114.32	0.811	-0.738	
4344	9.88	22.62	1	0.409	7047	37082	96.59	1.115	0.152	
4345	9.88	22.88	1	0.471	442	9950	92.20	0.611	-0.140	
4346	9.88	23.14	1	0.068	133	211	78.57	0.031	-1.606	
4347	9.88	23.40	1	0.205	204	422	102.73	0.315	-1.362	
4348	9.88	23.66	1	0.235	4673	20334	76.22	-0.205	-1.203	
4349	9.88	23.92	1	0.290	7370	25969	88.15	0.184	-1.355	
4350	9.88	24.18	1	0.265	5646	22001	80.61	0.584	-1.025	
4351	9.88	24.44	1	0.115	1606	3362	92.72	0.058	-0.962	
4352	9.88	24.70	1	0.054	503	745	76.16	0.103	-0.815	
4353	9.88	24.96	1	0.054	335	505	54.94	1.322	0.602	
4354	9.88	25.22	1	0.052	306	437	49.98	1.110	0.526	
4355	9.88	25.48	1	0.088	315	432	43.57	0.506	-0.642	
4356	9.88	25.74	1	0.089	400	556	40.27	0.026	-1.178	
4357	9.88	26.00	1	0.087	375	515	44.04	-0.048	-0.807	
4358	9.88	26.26	1	0.104	313	464	42.20	0.416	-1.407	
4359	9.88	26.52	1	0.095	341	475	37.89	0.408	-1.289	
4360	9.88	26.78	1	0.089	343	475	39.76	-0.024	-1.470	
4361	9.88	27.04	1	0.089	536	733	37.17	0.356	-1.263	
4362	9.88	27.30	1	0.080	298	471	42.26	0.219	-0.217	
4363	9.88	27.56	1	0.101	414	594	30.69	0.168	-1.458	
4364	9.88	27.82	1	0.070	455	642	33.81	0.574	-0.732	
4365	9.88	28.08	1	0.089	418	592	42.23	0.152	-1.163	
4366	9.88	28.34	1	0.075	487	737	43.61	0.042	-1.362	
4367	9.88	28.60	1	0.175	879	1770	8.45	0.380	-0.904	
4368	9.88	28.86	1	0.287	1009	2969	145.25	0.357	-1.123	
4369	10.14	0.00	0	0.052	287	535	59.27	0.320	-0.858	
4370	10.14	0.26	0	0.010	250	507	106.06	0.731	0.405	
4371	10.14	0.52	0	0.089	339	652	102.15	1.604	2.324	
4372	10.14	0.78	0	0.140	335	761	91.55	0.460	-0.931	
4373	10.14	1.04	0	0.066	287	569	97.11	0.515	-0.283	
4374	10.14	1.30	0	0.055	323	635	111.35	-0.012	0.715	
4375	10.14	1.56	0	0.061	281	573	92.96	0.228	-0.558	
4376	10.14	1.82	0	0.017	276	535	95.23	-0.145	-0.543	
4377	10.14	2.08	0	0.035	278	581	85.45	-0.068	-0.817	
4378	10.14	2.34	1	0.540	1012	14119	24.12	2.069	3.416	
4379	10.14	2.60	1	0.684	2849	37052	23.10	1.733	1.694	
4380	10.14	2.86	1	0.582	3311	27272	25.34	1.706	1.577	
4381	10.14	3.12	1	0.788	1279	49416	26.85	2.050	2.873	
4382	10.14	3.38	1	0.751	2181	47077	37.84	1.182	0.054	
4383	10.14	3.64	1	0.685	3246	44784	46.29	1.230	0.125	
4384	10.14	3.90	1	0.691	2290	38693	32.80	0.775	-1.055	
4385	10.14	4.16	0	0.092	270	678	56.23	0.801	-0.016	
4386	10.14	4.42	0	0.067	293	595	18.12	0.364	-1.158	
4387	10.14	4.68	1	0.627	2703	34590	126.77	1.274	0.599	
4388	10.14	4.94	1	0.483	3131	16173	128.82	0.523	-1.240	
4389	10.14	5.20	1	0.327	2373	6858	126.49	0.394	-1.186	
4390	10.14	5.46	1	0.316	1528	5215	137.28	0.542	-0.955	
4391	10.14	5.72	1	0.288	1126	3407	139.22	0.266	-0.966	
4392	10.14	5.98	1	0.202	2988	7570	149.68	0.668	-0.192	
4393	10.14	6.24	1	0.174	5239	13218	9.62	1.038	0.119	
4394	10.14	6.50	1	0.540	2415	19826	154.52	0.865	-0.368	
4395	10.14	6.76	1	0.552	3416	31247	145.84	0.625	-0.738	
4396	10.14	7.02	1	0.592	4594	40915	148.52	0.787	-0.905	
4397	10.14	7.28	1	0.654	3800	43503	144.46	0.532	-1.346	
4398	10.14	7.54	1	0.661	3414	47297	152.09	0.837	-0.717	
4399	10.14	7.80	0	0.216	336	835	146.95	0.887	-0.077	
4400	10.14	8.06	0	0.140	361	651	46.06	0.966	0.642	
4401	10.14	8.32	0	0.046	265	453	132.81	-0.011	0.416	
4402	10.14	8.58	0	0.045	269	447	127.72	0.184	0.454	
4403	10.14	8.84	0	0.056	268	462	122.25	0.269	0.889	
4404	10.14	9.10	0	0.097	276	511	128.71	1.124	1.451	
4405	10.14	9.36	0	0.058	250	460	135.25	0.391	0.889	
4406	10.14	9.62	0	0.053	246	461	133.97	0.439	1.033	
4407	10.14	9.88	0	0.059	233	453	135.64	0.135	0.882	
4408	10.14	10.14	0	0.063	236	455	136.87	0.236	0.661	
4409	10.14	10.40	0	0.054	243	469	134.72	0.060	0.725	
4410	10.14	10.66	0	0.073	229	467	142.00	-0.101	0.469	
4411	10.14	10.92	0	0.066	229	442	140.10	0.158	0.526	
4412	10.14	11.18	0	0.064	220	450	138.91	0.109	0.560	
4413	10.14	11.44	0	0.076	232	463	127.32	0.253	0.610	
4414	10.14	11.70	0	0.089	223	513	152.95	-0.028	-0.612	
4415	10.14	11.96	0	0.076	209	439	140.03	0.108	0.259	
4416	10.14	12.22	0	0.083	211	438	137.61	0.071	0.166	
4417	10.14	12.48	0	0.091	218	454	137.00	0.128	0.139	
4418	10.14	12.74	0	0.086	206	453	137.87	0.037	0.182	
4419	10.14	13.00	0	0.229	220	1221	131.64	2.085	3.815	
4420	10.14	13.26	1	0.846	928	60847	135.04	0.991	-0.615	
4421	10.14	13.52	0	0.108	281	540	147.27	-0.097	-1.447	
4422	10.14	13.78	0	0.106	238	502	140.68	-0.117	-0.732	
4423	10.14	14.04	0	0.085	286	569	147.02	-0.060	-0.685	
4424	10.14	14.30	0	0.103	218	500	142.08	-0.356	-0.411	
4425	10.14	14.56	0	0.101	221	509	142.60	-0.315	-0.499	
4426	10.14	14.82	1	0.890	458	38687	146.09	2.160	3.560	
4427	10.14	15.08	1	0.779	2038	57371	147.90	0.978	-0.577	
4428	10.14	15.34	1	0.709	2813	55274	156.29	1.175	0.142	
4429	10.14	15.60	1	0.775	1785	57967	168.95	1.175	-0.031	
4430	10.14	15.86	1	0.836	1237	62497	0.98	1.322	0.295	
4431	10.14	16.12	1	0.783	1580	55965	7.58	0.998	-0.388	
4432	10.14	16.38	1	0.679	3327	52156	6.02	1.000	-0.167	
4433	10.14	16.64	1	0.763	1985	58380	3.26	0.913	-0.550	
4434	10.14	16.90	1	0.733	2221	50764	0.87	0.765	-0.972	
4435	10.14	17.16	1	0.519	4129	27473	175.53	0.401	-1.405	
4436	10.14	17.42	1	0.356	3136	13850	10.41	0.634	-0.854	
4437	10.14	17.68	1	0.429	2301	11122	22.85	0.471	-1.179	
4438	10.14	17.94	1	0.514	5496	37395	39.06	0.504	-1.085	
4439	10.14	18.20	1	0.538	6324	44619	31.48	0.838	-0.519	
4440	10.14	18.46	1	0.492	6209	38382	24.55	0.952	-0.470	
4441	10.14	18.72	1	0.243	9314	26567	22.02	1.042	0.186	
4442	10.14	18.98	1	0.355	9418	34160	21.49	0.839	-0.431	
4443	10.14	19.24	1	0.163	10798	21206	11.30	0.403	-1.074	
4444	10.14	19.50	1	0.111	8204	16172	19.54	-0.032	-0.370	
4445	10.14	19.76	1	0.149	8606	19210	167.05	-0.386	-0.718	
4446	10.14	20.02	1	0.106	8714	18322	156.42	0.168	-0.958	
4447	10.14	20.28	1	0.283	7893	23353	145.28	0.105	-1.366	
4448	10.14	20.54	1	0.281	6859	21538	146.46	0.029	-1.414	
4449	10.14	20.80	1	0.103	8573	18743	151.31	0.443	0.030	
4450	10.14	21.06	1	0.307	6472	24415	133.56	0.589	-0.181	
4451	10.14	21.32	1	0.349	5892	30295	154.13	0.605	-0.638	
4452	10.14	21.58	1	0.435	5724	31773	145.24	0.811	-0.414	
4453	10.14	21.84	1	0.317	7314	26910	121.48	0.553	-1.079	
4454	10.14	22.10	1	0.330	8341	30983	123.80	0.928	-0.540	
4455	10.14	22.36	1	0.409	6834	32641	112.13	0.334	-1.183	
4456	10.14	22.62	1	0.401	7974	32267	104.60	0.751	-0.611	
4457	10.14	22.88	1	0.275	551	5014	109.21	0.313	-0.459	
4458	10.14	23.14	1	0.072	140	250	64.77	-0.128	-0.838	
4459	10.14	23.40	1	0.153	143	333	51.57	0.493	-0.915	
4460	10.14	23.66	1	0.255	4598	18910	94.37	0.253	-1.148	
4461	10.14	23.92	1	0.342	6124	24652	74.69	0.342	-1.166	
4462	10.14	24.18	1	0.231	4916	15621	75.68	0.162	-1.316	
4463	10.14	24.44	1	0.115	1257	3302	70.40	-0.714	0.349	
4464	10.14	24.70	1	0.075	479	711	78.59	0.086	-1.360	
4465	10.14	24.96	1	0.062	338	496	67.38	0.558	-0.854	
4466	10.14	25.22	1	0.070	309	433	54.00	0.564	-0.737	
4467	10.14	25.48	1	0.077	353	502	45.24	1.122	0.812	
4468	10.14	25.74	1	0.094	421	596	36.08	0.800	-0.232	
4469	10.14	26.00	1	0.087	378	516	37.44	0.840	-0.200	
4470	10.14	26.26	1	0.099	294	444	42.49	0.339	-1.028	
4471	10.14	26.52	1	0.104	279	433	37.48	0.496	-0.988	
4472	10.14	26.78	1	0.105	270	430	37.62	0.468	-0.697	
4473	10.14	27.04	1	0.034	600	797	151.26	-0.065	-1.197	
4474	10.14	27.30	1	0.052	375	500	44.89	-0.282	-0.534	
4475	10.14	27.56	1	0.086	386	559	30.41	0.586	-1.037	
4476	10.14	27.82	1	0.098	421	585	31.00	0.518	-1.207	
4477	10.14	28.08	1	0.084	363	558	38.46	0.268	-1.012	
4478	10.14	28.34	1	0.069	371	581	34.39	0.404	-0.319	
4479	10.14	28.60	1	0.061	509	893	26.61	0.331	-0.557	
4480	10.14	28.86	1	0.195	753	1653	135.63	0.853	-0.565	
4481	10.40	0.00	0	0.041	271	524	75.68	0.340	-0.421	
4482	10.40	0.26	0	0.082	282	636	164.71	1.285	0.934	
4483	10.40	0.52	0	0.028	301	569	58.47	0.061	-0.502	
4484	10.40	0.78	0	0.051	328	562	57.86	0.264	-0.472	
4485	10.40	1.04	0	0.048	265	512	89.01	0.239	-0.084	
4486	10.40	1.30	0	0.083	337	676	79.12	-0.060	-0.691	
4487	10.40	1.56	0	0.061	293	578	78.47	0.053	-0.771	
4488	10.40	1.82	0	0.062	286	566	91.34	0.264	-0.763	
4489	10.40	2.08	0	0.058	275	565	81.99	-0.059	-0.929	
4490	10.40	2.34	1	0.490	3106	21516	35.08	1.633	1.796	
4491	10.40	2.60	1	0.533	4616	33327	22.26	1.640	1.323	
4492	10.40	2.86	1	0.704	1686	38343	30.93	1.933	2.393	
4493	10.40	3.12	1	0.796	859	29281	34.26	2.359	4.392	
4494	10.40	3.38	1	0.668	2623	55503	52.06	1.343	0.337	
4495	10.40	3.64	1	0.789	641	22850	71.73	1.627	1.571	
4496	10.40	3.90	0	0.059	264	549	58.69	-0.307	-0.709	
4497	10.40	4.16	0	0.032	265	544	68.52	-0.070	-1.063	
4498	10.40	4.42	0	0.007	278	553	156.66	-0.159	-0.876	
4499	10.40	4.68	0	0.047	319	671	122.58	0.973	1.402	
4500	10.40	4.94	1	0.510	2854	19656	130.90	0.482	-1.153	
4501	10.40	5.20	1	0.391	3118	11607	137.54	0.506	-1.240	
4502	10.40	5.46	1	0.495	2007	11708	135.97	0.507	-1.311	
4503	10.40	5.72	1	0.312	2217	6887	143.03	0.512	-1.086	
4504	10.40	5.98	1	0.610	2693	26192	125.62	0.985	-0.589	
4505	10.40	6.24	0	0.037	368	639	53.42	0.476	0.841	
4506	10.40	6.50	0	0.004	278	570	84.36	0.896	0.266	
4507	10.40	6.76	1	0.779	636	27786	153.02	2.300	4.131	
4508	10.40	7.02	1	0.610	4153	36536	148.10	0.797	-0.837	
4509	10.40	7.28	1	0.557	5156	44860	147.10	0.635	-0.999	
4510	10.40	7.54	1	0.500	6195	34174	152.90	0.511	-1.265	
4511	10.40	7.80	1	0.573	4496	37119	152.76	0.568	-1.126	
4512	10.40	8.06	1	0.625	2457	40676	150.19	1.087	-0.016	
4513	10.40	8.32	0	0.178	294	662	150.77	0.395	-0.545	
4514	10.40	8.58	0	0.065	260	454	139.55	0.007	0.184	
4515	10.40	8.84	0	0.064	260	455	135.90	0.150	0.696	
4516	10.40	9.10	0	0.050	267	455	139.90	-0.064	0.590	
4517	10.40	9.36	0	0.096	367	843	158.69	0.511	0.118	
4518	10.40	9.62	0	0.059	246	447	132.29	0.323	0.923	
4519	10.40	9.88	0	0.056	239	448	136.86	0.222	0.894	
4520	10.40	10.14	0	0.055	234	448	138.91	0.082	0.836	
4521	10.40	10.40	0	0.086	236	478	131.88	0.640	0.941	
4522	10.40	10.66	0	0.072	230	448	138.82	0.173	0.503	
4523	10.40	10.92	0	0.068	225	450	139.30	0.070	0.631	
4524	10.40	11.18	0	0.061	216	448	135.74	-0.085	0.811	
4525	10.40	11.44	0	0.068	216	447	133.48	0.008	0.573	
4526	10.40	11.70	0	0.077	216	454	135.25	-0.010	0.431	
4527	10.40	11.96	0	0.078	222	457	132.37	0.135	0.484	
4528	10.40	12.22	0	0.080	227	455	135.93	0.018	0.131	
4529	10.40	12.48	0	0.171	232	800	108.52	1.015	0.893	
4530	10.40	12.74	0	0.088	207	461	139.59	-0.056	-0.033	
4531	10.40	13.00	0	0.089	211	468	139.87	-0.066	-0.085	
4532	10.40	13.26	1	0.653	300	8868	139.57	2.609	5.614	
4533	10.40	13.52	1	0.817	1067	59757	147.18	1.035	-0.301	
4534	10.40	13.78	1	0.294	241	1015	150.40	1.238	0.714	
4535	10.40	14.04	0	0.128	228	502	149.15	-0.138	-1.115	
4536	10.40	14.30	0	0.132	223	521	150.08	-0.061	-1.083	
4537	10.40	14.56	0	0.109	238	507	145.82	-0.238	-0.781	
4538	10.40	14.82	0	0.087	393	990	156.64	0.374	0.296	
4539	10.40	15.08	0	0.193	305	866	154.48	1.258	0.790	
4540	10.40	15.34	1	0.854	820	61832	153.80	1.274	0.201	
4541	10.40	15.60	1	0.744	2359	58549	160.11	0.748	-0.986	
4542	10.40	15.86	1	0.813	1556	64407	165.45	1.181	-0.100	
4543	10.40	16.12	1	0.788	1319	63287	171.57	0.927	-0.642	
4544	10.40	16.38	1	0.825	1070	60078	178.26	1.074	-0.361	
4545	10.40	16.64	1	0.829	1128	60833	6.02	1.064	-0.252	
4546	10.40	16.90	1	0.669	1986	47123	7.92	0.556	-1.070	
4547	10.40	17.16	1	0.673	4418	55808	16.73	0.865	-0.709	
4548	10.40	17.42	1	0.534	3078	27004	18.35	0.713	-0.874	
4549	10.40	17.68	1	0.558	3217	31747	12.72	1.202	0.428	
4550	10.40	17.94	1	0.388	5655	25465	12.00	0.342	-1.258	
4551	10.40	18.20	1	0.384	9045	33312	21.92	0.401	-1.021	
4552	10.40	18.46	1	0.508	5555	42689	13.58	0.698	-0.713	
4553	10.40	18.72	1	0.194	9969	27689	172.08	-0.069	-1.450	
4554	10.40	18.98	1	0.113	12663	28933	152.60	0.531	-0.338	
4555	10.40	19.24	1	0.275	11603	32189	66.97	0.151	-1.509	
4556	10.40	19.50	1	0.271	10296	29811	52.45	0.028	-1.140	
4557	10.40	19.76	1	0.251	9672	27884	57.94	0.369	-0.756	
4558	10.40	20.02	1	0.152	9095	26417	84.86	1.014	0.396	
4559	10.40	20.28	1	0.091	10674	20581	177.15	0.496	-0.102	
4560	10.40	20.54	1	0.323	8807	28017	133.90	0.493	-1.251	
4561	10.40	20.80	1	0.234	9436	26077	154.40	1.117	0.655	
4562	10.40	21.06	1	0.195	8027	24974	119.74	-0.288	-1.080	
4563	10.40	21.32	1	0.163	6786	18441	144.63	-0.501	-0.740	
4564	10.40	21.58	1	0.262	7025	25983	143.23	0.928	-0.279	
4565	10.40	21.84	1	0.186	8837	22091	138.22	0.821	-0.129	
4566	10.40	22.10	1	0.194	9491	23785	125.89	0.452	-1.129	
4567	10.40	22.36	1	0.059	9946	24022	150.63	0.488	-0.967	
4568	10.40	22.62	1	0.254	10106	33999	106.56	1.502	1.410	
4569	10.40	22.88	1	0.334	8685	30298	92.71	0.724	-0.951	
4570	10.40	23.14	1	0.316	627	5035	83.80	0.851	-0.218	
4571	10.40	23.40	1	0.338	3179	16088	79.76	0.217	-1.034	
4572	10.40	23.66	1	0.335	8390	32903	68.70	0.576	-0.563	
4573	10.40	23.92	1	0.448	4563	26953	78.13	0.608	-0.784	
4574	10.40	24.18	1	0.102	4798	11273	79.05	0.749	-0.116	
4575	10.40	24.44	1	0.109	1593	3313	72.51	0.493	-0.096	
4576	10.40	24.70	1	0.070	439	709	81.61	0.443	-0.317	
4577	10.40	24.96	1	0.061	312	476	56.95	1.551	1.819	
4578	10.40	25.22	1	0.066	316	442	40.15	0.832	-0.254	
4579	10.40	25.48	1	0.076	350	520	49.45	0.530	-0.157	
4580	10.40	25.74	1	0.095	400	524	41.28	0.403	-1.359	
4581	10.40	26.00	1	0.092	342	468	41.78	0.395	-1.152	
4582	10.40	26.26	1	0.090	304	436	43.30	0.393	-0.895	
4583	10.40	26.52	1	0.117	256	404	32.88	0.567	-0.994	
4584	10.40	26.78	1	0.104	285	443	37.97	0.319	-1.168	
4585	10.40	27.04	1	0.078	477	628	44.87	-0.094	-0.986	
4586	10.40	27.30	1	0.029	434	599	44.11	0.493	0.296	
4587	10.40	27.56	1	0.090	296	471	34.08	0.341	-0.836	
4588	10.40	27.82	1	0.107	322	512	20.85	0.791	0.191	
4589	10.40	28.08	1	0.102	299	455	33.87	0.409	-1.002	
4590	10.40	28.34	1	0.096	326	497	30.78	0.667	-0.577	
4591	10.40	28.60	1	0.050	355	530	33.28	1.252	1.671	
4592	10.40	28.86	1	0.072	793	1761	103.75	1.076	0.324	
4593	10.66	0.00	0	0.018	338	587	72.95	1.049	1.246	
4594	10.66	0.26	0	0.034	266	501	85.63	0.584	-0.061	
4595	10.66	0.52	0	0.101	371	670	26.65	0.275	-1.147	
4596	10.66	0.78	0	0.035	261	502	73.25	0.406	-0.491	
4597	10.66	1.04	0	0.078	336	606	93.37	0.718	-0.166	
4598	10.66	1.30	0	0.065	382	883	176.19	0.737	0.123	
4599	10.66	1.56	0	0.065	266	515	92.76	0.338	-0.450	
4600	10.66	1.82	0	0.068	270	543	88.45	0.129	-0.881	
4601	10.66	2.08	0	0.042	269	529	84.82	0.149	-0.761	
4602	10.66	2.34	0	0.031	267	521	79.13	0.042	-0.880	
4603	10.66	2.60	0	0.031	265	531	82.62	0.023	-0.930	
4604	10.66	2.86	0	0.024	270	540	79.55	-0.099	-0.859	
4605	10.66	3.12	0	0.035	270	542	72.46	-0.162	-0.901	
4606	10.66	3.38	0	0.064	282	604	72.18	-0.312	-0.708	
4607	10.66	3.64	0	0.070	290	629	108.70	0.906	0.807	
4608	10.66	3.90	0	0.045	278	556	80.83	-0.278	-0.820	
4609	10.66	4.16	0	0.077	310	620	112.42	0.427	-0.435	
4610	10.66	4.42	0	0.061	294	608	72.10	-0.238	-0.690	
4611	10.66	4.68	0	0.067	279	624	95.43	-0.093	-0.849	
4612	10.66	4.94	1	0.346	568	4251	128.08	2.202	4.017	
4613	10.66	5.20	1	0.485	2592	13671	131.24	0.620	-0.982	
4614	10.66	5.46	1	0.626	2157	21447	132.74	0.845	-0.721	
4615	10.66	5.72	1	0.590	2581	20922	141.23	0.677	-1.074	
4616	10.66	5.98	1	0.601	1492	16330	130.13	0.727	-0.858	
4617	10.66	6.24	1	0.786	1605	59775	129.01	1.268	0.228	
4618	10.66	6.50	0	0.058	277	504	138.92	-0.100	-0.447	
4619	10.66	6.76	0	0.017	357	604	113.21	0.147	0.065	
4620	10.66	7.02	0	0.027	263	548	116.91	-0.259	0.290	
4621	10.66	7.28	1	0.620	451	8259	151.75	2.316	4.373	
4622	10.66	7.54	1	0.623	4772	49964	147.45	1.012	-0.188	
4623	10.66	7.80	1	0.483	5561	33916	151.59	0.379	-1.146	
4624	10.66	8.06	1	0.534	3979	28732	153.30	0.510	-1.386	
4625	10.66	8.32	1	0.525	3996	30879	155.55	0.391	-1.234	
4626	10.66	8.58	1	0.612	3778	43674	156.65	0.580	-1.156	
4627	10.66	8.84	1	0.760	848	27084	159.00	1.833	2.590	
4628	10.66	9.10	0	0.110	267	514	148.09	-0.080	-0.466	
4629	10.66	9.36	0	0.070	263	460	141.30	0.091	0.289	
4630	10.66	9.62	0	0.068	261	450	138.97	-0.013	0.379	
4631	10.66	9.88	0	0.065	252	451	138.50	-0.134	0.490	
4632	10.66	10.14	0	0.062	266	489	116.73	-0.284	0.469	
4633	10.66	10.40	0	0.088	289	509	139.05	0.295	0.013	
4634	10.66	10.66	0	0.065	234	442	136.96	0.029	0.445	
4635	10.66	10.92	0	0.075	222	442	139.71	0.010	0.524	
4636	10.66	11.18	0	0.079	221	449	138.68	0.209	0.589	
4637	10.66	11.44	0	0.076	233	471	140.60	0.140	0.285	
4638	10.66	11.70	0	0.077	218	447	139.02	0.050	0.466	
4639	10.66	11.96	0	0.077	209	449	140.71	-0.038	0.274	
4640	10.66	12.22	0	0.091	221	483	145.17	0.041	-0.388	
4641	10.66	12.48	0	0.075	227	478	129.60	0.028	0.165	
4642	10.66	12.74	0	0.090	216	468	137.80	-0.029	-0.041	
4643	10.66	13.00	0	0.079	233	465	142.72	0.160	-0.367	
4644	10.66	13.26	0	0.074	257	504	144.39	0.045	-0.438	
4645	10.66	13.52	0	0.138	301	671	136.16	-0.011	-0.799	
4646	10.66	13.78	1	0.900	480	58228	157.43	1.930	2.414	
4647	10.66	14.04	1	0.816	986	51978	162.37	0.815	-0.934	
4648	10.66	14.30	1	0.734	1134	41070	161.56	0.550	-1.296	
4649	10.66	14.56	1	0.705	1617	29724	169.87	0.541	-1.198	
4650	10.66	14.82	1	0.794	993	40527	173.50	0.875	-0.824	
4651	10.66	15.08	1	0.812	789	45296	175.53	1.111	-0.111	
4652	10.66	15.34	1	0.791	538	25269	170.46	0.832	-0.824	
4653	10.66	15.60	1	0.732	504	13243	173.91	0.751	-0.670	
4654	10.66	15.86	1	0.893	456	39060	167.61	2.334	4.407	
4655	10.66	16.12	1	0.850	866	61879	174.39	1.351	0.511	
4656	10.66	16.38	1	0.798	1913	64408	6.24	0.985	-0.531	
4657	10.66	16.64	1	0.661	4015	56012	2.99	0.747	-0.889	
4658	10.66	16.90	1	0.614	3883	45775	24.95	0.498	-1.305	
4659	10.66	17.16	1	0.590	4832	48515	23.11	0.879	-0.590	
4660	10.66	17.42	1	0.209	3626	29383	33.28	2.127	4.367	
4661	10.66	17.68	1	0.532	6336	46048	153.35	0.832	-0.531	
4662	10.66	17.94	1	0.596	5802	52535	161.12	0.847	-0.606	
4663	10.66	18.20	1	0.617	4557	49605	172.29	0.697	-0.930	
4664	10.66	18.46	1	0.584	4061	40854	176.08	0.686	-0.859	
4665	10.66	18.72	1	0.386	8372	32476	150.47	0.889	-0.414	
4666	10.66	18.98	1	0.340	8404	27071	166.68	0.326	-1.331	
4667	10.66	19.24	1	0.245	11637	33745	3.40	0.437	-0.453	
4668	10.66	19.50	1	0.160	11588	26787	40.64	-0.319	-0.791	
4669	10.66	19.76	1	0.097	10686	24936	16.36	-0.110	-1.010	
4670	10.66	20.02	1	0.133	10583	24060	144.14	0.971	-0.047	
4671	10.66	20.28	1	0.194	9088	24509	140.48	0.119	-0.834	
4672	10.66	20.54	1	0.177	10491	25452	134.48	0.608	-0.496	
4673	10.66	20.80	1	0.165	10061	23032	84.53	0.977	0.138	
4674	10.66	21.06	1	0.262	7931	22507	68.87	0.129	-1.580	
4675	10.66	21.32	1	0.251	7520	23940	77.08	-0.000	-1.266	
4676	10.66	21.58	1	0.083	8387	19254	139.06	0.218	0.271	
4677	10.66	21.84	1	0.165	7163	18972	170.98	-0.760	-0.411	
4678	10.66	22.10	1	0.126	6884	19584	147.25	-0.001	-0.259	
4679	10.66	22.36	1	0.217	7127	23033	125.60	1.108	-0.002	
4680	10.66	22.62	1	0.238	9442	27628	92.25	0.772	-0.848	
4681	10.66	22.88	1	0.245	8311	25462	74.97	0.707	0.114	
4682	10.66	23.14	1	0.241	6404	17111	101.22	-0.346	-1.334	
4683	10.66	23.40	1	0.336	8187	28083	62.01	0.364	-1.381	
4684	10.66	23.66	1	0.417	5512	32239	51.37	0.304	-1.227	
4685	10.66	23.92	1	0.287	6090	23333	53.74	0.823	0.521	
4686	10.66	24.18	1	0.192	2595	5576	36.92	0.225	-0.982	
4687	10.66	24.44	1	0.135	1438	2834	67.08	0.171	-0.925	
4688	10.66	24.70	1	0.094	401	648	91.70	0.236	-1.323	
4689	10.66	24.96	1	0.083	270	441	58.21	0.987	0.212	
4690	10.66	25.22	1	0.074	296	452	53.83	1.052	0.713	
4691	10.66	25.48	1	0.071	328	471	50.06	0.466	-0.169	
4692	10.66	25.74	1	0.085	320	454	39.50	0.668	-0.671	
4693	10.66	26.00	1	0.106	301	453	39.33	0.526	-1.062	
4694	10.66	26.26	1	0.100	282	432	38.06	0.453	-1.129	
4695	10.66	26.52	1	0.104	276	427	31.63	0.757	-0.489	
4696	10.66	26.78	1	0.110	254	415	35.04	0.717	-0.469	
4697	10.66	27.04	1	0.107	255	436	32.11	0.879	0.205	
4698	10.66	27.30	1	0.105	421	585	33.18	0.331	-1.163	
4699	10.66	27.56	1	0.110	256	405	29.20	0.586	-0.705	
4700	10.66	27.82	1	0.103	317	467	24.07	0.742	-0.386	
4701	10.66	28.08	1	0.097	297	449	31.37	0.665	-0.555	
4702	10.66	28.34	1	0.072	333	474	29.48	1.044	0.589	
4703	10.66	28.60	1	0.054	330	485	40.05	-0.071	0.633	
4704	10.66	28.86	1	0.030	660	898	6.31	-0.141	-0.670	
4705	10.92	0.00	0	0.039	266	507	82.08	0.310	-0.334	
